User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls
Chris White,991999238,"DFS fanatic, Love to fish, Spoil my grand kids...and do what my wife says..haha..#thedonald. Go Vols!",,,en,237,274,11721,Wed Dec 05 23:26:15 +0000 2012,False,False,@EdWorthy10 Trump 55%  luicifer 20% ksuck20%,727610458493100032,Tue May 03 21:27:06 +0000 2016,0,False,0,en,,[],[]
Aerin Cruz,3438469581,Positivity And Faith Come Hand In Hand With Me. lover of All Things SciFi And Nerd Fandom!  Especially A Lover of The King of The Monster GODZILLA! FeelTheBern,"Orlando, FL",,en,2443,2454,137408,Mon Aug 24 22:04:31 +0000 2015,False,False,"RT @benchmarkpol: Monroe County running out of D and R ballots. Monroe is Bernie's BEST County and likewise, Cruz's. University county http…",727610458493091841,Tue May 03 21:27:06 +0000 2016,0,False,19,en,,[],"[{u'url': u'https://t.co/2YHaKEjxcF', u'indices': [139, 140], u'expanded_url': u'https://twitter.com/MeganBanta_HT/status/727563868008931328', u'display_url': u'twitter.com/MeganBanta_HT/\u2026'}]"
Kelli #OnlyTrump,150422835,❤️ #Family #Dogs #USA #Freedom #ProudAmerican #GodBlessAmerica #VETS #2A #AlwaysTrump #MAGA #WomenForTrump ❤️,"Florida, USA",Eastern Time (US & Canada),en,1750,1647,21404,Mon May 31 22:21:56 +0000 2010,False,False,"RT @CronkiteSays: BREAKING NEWS
Hillary Clinton was a great lawyer as any child rapist will tell you. https://t.co/DdNVC4aQcW",727610458358853635,Tue May 03 21:27:06 +0000 2016,0,False,19,en,,[],[]
Ethan4Hillary 2016,3214742725,"Doing my part to put a the most qualified candidate in the Whitehouse, who's dedicated her life to the betterment of this county!","Indiana, USA",Eastern Time (US & Canada),en,69,75,547,Sun May 17 19:08:11 +0000 2015,False,False,2016 Delegate Count Tracker: 2016 Election  https://t.co/AaRjbepo2d,727610458279059456,Tue May 03 21:27:06 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/AaRjbepo2d', u'indices': [44, 67], u'expanded_url': u'http://www.politico.com/2016-election/results/delegate-count-tracker', u'display_url': u'politico.com/2016-election/\u2026'}]"
Janet Ford,138223321,"mom, wife, friend, fan, neighbor, citizen, coffee-lover, martial artist, REM freak, ad lover",East Corinth VT,Atlantic Time (Canada),en,194,340,220618,Wed Apr 28 23:53:00 +0000 2010,False,False,Trump ups the ante in Indiana https://t.co/WkodVqKITe,727610458153189377,Tue May 03 21:27:06 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/WkodVqKITe', u'indices': [30, 53], u'expanded_url': u'http://j.mp/1Y6ptEx', u'display_url': u'j.mp/1Y6ptEx'}]"
Joe Division,2852605132,i wanna be cremated,Beautiful South Jersey,Pacific Time (US & Canada),en,130,229,10032,Fri Oct 31 00:08:44 +0000 2014,False,False,RT @jonrones: This reads like a Trump press release. https://t.co/dwK230Lr7s,727610457993949185,Tue May 03 21:27:06 +0000 2016,0,False,13,en,,[],[]
Christina Mesa,2838431496,Revision,California,,en,60,241,635,Thu Oct 02 23:55:29 +0000 2014,False,False,1.b&amp;b &amp; road trip 2. NYC  &amp; paris pied a terre 3.hermosa surfing 4.blanca cruz b&amp;b 5.nordic ski &amp; hytte 6.tour d france 7.transatlantic xing,727610457960251392,Tue May 03 21:27:06 +0000 2016,0,False,0,en,,[],[]
luna liberty,4855348395,,,Pacific Time (US & Canada),en,419,643,13234,Wed Jan 27 23:49:04 +0000 2016,False,False,RT @BDGsmith: Cruz has had his entire family attacked. Why not just stick to the people in the race adolph chump. https://t.co/VJa80nOWRm,727610457905762304,Tue May 03 21:27:06 +0000 2016,0,False,2,en,,[],"[{u'url': u'https://t.co/VJa80nOWRm', u'indices': [114, 137], u'expanded_url': u'https://twitter.com/JamieW1776/status/727608056322777088', u'display_url': u'twitter.com/JamieW1776/sta\u2026'}]"
Naribe,579501225,KSU '20,"Georgia, USA",Pacific Time (US & Canada),en,247,326,1304,Mon May 14 00:56:49 +0000 2012,False,False,"RT @Cassafrass96: VOTE ME: Cassie Mills
for your 2016-2017 SGA VP of Marketing!",727610457658380289,Tue May 03 21:27:06 +0000 2016,0,False,4,en,,[],[]
Madison Collin,135390010,Rejoice always,,Pacific Time (US & Canada),en,631,357,21465,Wed Apr 21 04:58:34 +0000 2010,False,False,RT @rachelblkwel: JUNIORS AND SENIORS don't forget to vote for your 2016 prom court! https://t.co/Knf5ZXkK1l,727610457645670400,Tue May 03 21:27:06 +0000 2016,0,False,7,en,,[],"[{u'url': u'https://t.co/Knf5ZXkK1l', u'indices': [85, 108], u'expanded_url': u'https://www.tallyspace.com/vote/thsprom2016', u'display_url': u'tallyspace.com/vote/thsprom20\u2026'}]"
Jeff Scott Smith,235511758,Working To Keep The President Honest,"Enid, OK",,en,248,112,613,Sat Jan 08 11:12:57 +0000 2011,False,False,RT @thehill: Poll: Trump holds commanding 39-point lead in West Virginia https://t.co/dcMtnCPdQw https://t.co/XbpgzdeSX2,727610457557770245,Tue May 03 21:27:06 +0000 2016,0,False,16,en,,[],"[{u'url': u'https://t.co/dcMtnCPdQw', u'indices': [73, 96], u'expanded_url': u'http://hill.cm/lklbBfY', u'display_url': u'hill.cm/lklbBfY'}]"
Fern Love,1691350526,,,Central Time (US & Canada),en,576,237,18222,Thu Aug 22 15:17:28 +0000 2013,False,False,"RT @amandacarpenter: Donald Trump has advanced tabloid trash smears against Cruz's wife and father. That reflects poorly on Trump, not Cruz…",727610457465356288,Tue May 03 21:27:06 +0000 2016,0,False,319,en,,[],[]
Steve Monteith,3422058208,"insurance, off-licence, milk, post, docks a varied career I'm sure you'll agree",,,en,154,212,11564,Fri Aug 14 11:34:00 +0000 2015,False,False,"RT @johnmcdonnellMP: Vote @UKLabour on Thursday. Great video by Yannis Mendez.
https://t.co/lWX0PVB1cA",727610457314496512,Tue May 03 21:27:06 +0000 2016,0,False,48,en,,[],"[{u'url': u'https://t.co/lWX0PVB1cA', u'indices': [79, 102], u'expanded_url': u'https://amp.twimg.com/v/0c420a7f-25bf-4398-807c-0c598436baa0', u'display_url': u'amp.twimg.com/v/0c420a7f-25b\u2026'}]"
jena jordan,1062124928,I'm short. I have red hair. I support Bernie Sanders.,"Texas, USA",,en,410,857,2763,Sat Jan 05 04:17:35 +0000 2013,False,False,RT @WirSindAlleFRK: By Ruth Smith from Facebook: Yah my kids and husband we r going to see bernie tonight in #Louisville. #Feelthebern http…,727610457117196288,Tue May 03 21:27:05 +0000 2016,0,False,11,en,,"[{u'indices': [109, 120], u'text': u'Louisville'}, {u'indices': [122, 134], u'text': u'Feelthebern'}]",[]
Miriam Pletan,440861081,Rocky Mountain Teabagger. NRA member. Reagan democrat (Calif. raised). Conservative & constitutional fanatic. Small business owner. Pro-Israel.  #tcot. #LNYHBT,Wonderful Wyoming,Mountain Time (US & Canada),en,1863,2236,15591,Mon Dec 19 13:56:42 +0000 2011,False,False,"RT @SouthernKeeks: No, the Trump crowd is not the ""silent majority"". They're loud, obnoxious Leftists masquerading as patriots.",727610457117188096,Tue May 03 21:27:05 +0000 2016,0,False,80,en,,[],[]
Krisellyn,1531525988,"Writer, mom, wife, happy","Wilmington, NC",Pacific Time (US & Canada),en,2167,2137,14812,Wed Jun 19 17:49:00 +0000 2013,False,False,"RT @jeneps: Hillary Clinton, Sherrod Brown and a milkshake https://t.co/LbSHqwheVR",727610457092202497,Tue May 03 21:27:05 +0000 2016,0,False,27,en,,[],[]
Vickie DHaene,512465353,,,Eastern Time (US & Canada),en,475,877,15521,Fri Mar 02 21:26:07 +0000 2012,False,False,Cruz Campaign RESPONDS to Trump's ridiculous conspiracy comments https://t.co/j1ILd10DFt,727610456622415872,Tue May 03 21:27:05 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/j1ILd10DFt', u'indices': [65, 88], u'expanded_url': u'http://therightscoop.com/cruz-campaign-responds-to-trumps-ridiculous-conspiracy-comments/', u'display_url': u'therightscoop.com/cruz-campaign-\u2026'}]"
Drump Report,706471071747350534,,"Virginia, USA",,en,23,37,260,Sun Mar 06 13:26:43 +0000 2016,False,False,"RT @katiepack: 2) no @seanhannnity. YOU'RE the reason Hillary will win.You're forcing a disgraceful, disgusting, unelectable charlatan on u…",727610456450412544,Tue May 03 21:27:05 +0000 2016,0,False,123,en,,[],[]
SupportNominee__Bgsr,21647998,Educate yourself + others to the perverted practice of thighing very young child any sex. Only 1  god + his prophet teach it.,,Eastern Time (US & Canada),en,2093,2051,31405,Mon Feb 23 12:09:40 +0000 2009,False,False,"RT @iowa_trump: How Hillary operates against women‼️
#CrookedHillary
 https://t.co/AZVB317iBz",727610456433692672,Tue May 03 21:27:05 +0000 2016,0,False,92,en,,"[{u'indices': [53, 68], u'text': u'CrookedHillary'}]",[]
honespolitics1,404382020,"Young guy. Constantly left scratching my head at what media & pundits say.
Honest that i'm conservative & #CruzCrew.",,Quito,en,28,89,876,Thu Nov 03 21:04:57 +0000 2011,True,False,RT @Youthful_Cons: @DrewMTips also the rubiobots seem to forget that Rubio teamed up with Trump against Cruz and didn't go after him until…,727610456311922689,Tue May 03 21:27:05 +0000 2016,0,False,6,en,,[],[]
Dallas Carpenter,375676603,@UNCDPS Security Officer. IG- dallascarpenter,"Carrboro, NC",Eastern Time (US & Canada),en,621,3353,79473,Sun Sep 18 15:05:53 +0000 2011,False,False,"RT @GMA: WATCH: Protester fakes out Ted Cruz with handshake, tells him he looks like a fish monster: https://t.co/wK1GjQOo3q https://t.co/q…",727610456114860033,Tue May 03 21:27:05 +0000 2016,0,False,1001,en,,[],"[{u'url': u'https://t.co/wK1GjQOo3q', u'indices': [101, 124], u'expanded_url': u'http://abcn.ws/1rQz3Bs', u'display_url': u'abcn.ws/1rQz3Bs'}, {u'url': u'https://t.co/qi4u6gBjdW', u'indices': [125, 140], u'expanded_url': u'http://snpy.tv/1TI8sze', u'display_url': u'snpy.tv/1TI8sze'}]"
loli,3380419365,,,,es,215,218,23403,Fri Jul 17 15:26:56 +0000 2015,False,False,@politico @SenJohnMcCain @HillaryClinton as always helping the Democrats if they vote for a liar indecent as Hillary and I've seen it all,727610456093958144,Tue May 03 21:27:05 +0000 2016,0,False,0,en,,[],[]
shawn olsen,200697773,,,Pacific Time (US & Canada),en,1056,1757,28905,Sun Oct 10 00:34:39 +0000 2010,False,False,RT @Mama_Jones2013: Retweet if you believe Bernie Sanders should suspend his campaign. Time to unite against Trump. #ImWithHer Hillary http…,727610456039301120,Tue May 03 21:27:05 +0000 2016,0,False,66,en,,"[{u'indices': [116, 126], u'text': u'ImWithHer'}]",[]
Ìfë,150242597,Lawyer • Urbane  • I.G - @ife__id,"Lagos  , Benin ",West Central Africa,en,1133,962,53712,Mon May 31 12:56:31 +0000 2010,False,False,Why is Clinton against Jose this night ?,727610455972298753,Tue May 03 21:27:05 +0000 2016,0,False,0,en,,[],[]
Belinda Greenlee,2293593289,,,,en,709,698,11870,Thu Jan 16 00:35:57 +0000 2014,False,False,RT @LastGreatStand: Gov't Insider Reveals Hillary's Murderous Past In Shocking New Interview (Video) - https://t.co/hLJDKzXC3B https://t.co…,727610455913574401,Tue May 03 21:27:05 +0000 2016,0,False,6,en,,[],"[{u'url': u'https://t.co/hLJDKzXC3B', u'indices': [103, 126], u'expanded_url': u'http://bit.ly/1rOyGr1', u'display_url': u'bit.ly/1rOyGr1'}]"
